level	word	german	english	freq_rank
B1	fangen(2)	Unsere Katze hat eine Maus gefangen.	Our cat caught a mouse.	981
B1	die Fantasie(1)	Mein Sohn malt sehr gut. Er hat viel Fantasie.	My son paints very well. He has a lot of imagination.	3544
B1	der Feierabend(1)	Einen schönen Feierabend.	Have a nice evening.	5862
B1	der Feiertag(1)	Am Montag ist Feiertag.	Monday is a public holiday.	10618
B1	der Feiertag(2)	Schöne Feiertage.	Happy holidays.	10618
B1	das Feld(1)	Auf diesem Feld wächst Gemüse.	Vegetables grow in this field.	2767
B1	die Fernbedienung(1)	Hast du die Fernbedienung gesehen?	Have you seen the remote control?	9744
B1	feucht(1)	Die Wäsche ist noch feucht.	The laundry is still damp.	6851
B1	feucht(2)	Es ist heute feucht draußen.	It is damp outside today.	6851
B1	das Feuerzeug(1)	Ist das Feuerzeug neu?	Is the lighter new?	8444
B1	die Feuerwehr(1)	Schnell! Rufen Sie die Feuerwehr! Die Nummer ist: 112.	Quick! Call the fire department! The number is: 112.	6451
B1	die Figur(1)	Lars hat eine gute Figur.	Lars has a good figure.	3532
B1	die Figur(2)	Bei diesem Spiel hat jeder Spieler vier Figuren.	In this game, each player has four pieces.	3532
B1	finanzieren(1)	Ich weiß nicht, wie ich das Auto finanzieren soll.	I don’t know how I should finance the car.	9290
B1	finanziell(1)	Finanziell geht es meinem Neffen jetzt besser.	Financially, my nephew is doing better now.	11061
B1	die Festplatte(1)	Mein Computer hat eine große Festplatte.	My computer has a large hard drive.	9077
B1	festhalten(1)	Halt dich gut fest.	Hold on tight.	2642
B1	festhalten(2)	Halt die Flasche gut fest.	Hold the bottle tightly.	2642
B1	festlegen(1)	Ich weiß noch nicht, ob ich das mache. Ich möchte mich noch nicht festlegen.	I don’t know yet if I will do that. I don’t want to commit yet.	13746
B1	festlegen(2)	Habt ihr den Hochzeitstermin schon festgelegt?	Have you already set the wedding date?	13746
B1	festnehmen(1)	Die Polizei hat einen Mann festgenommen.	The police have arrested a man.	5912
B1	festsetzen(1)	Die Schule hat den Termin für die Prüfung festgesetzt.	The school has set the date for the exam.	33819
B1	feststehen(1)	Der Termin steht seit Langem fest.	The date has been set for a long time.	10000000
B1	feststellen(1)	Er hat festgestellt, dass der Absender des Briefes falsch war.	He realized that the sender of the letter was wrong.	5731
B1	feststellen(2)	Der Arzt hat mich untersucht, konnte aber nichts feststellen.	The doctor examined me but couldn’t find anything.	5731
B1	der Finger(1)	Alessandro hat sich in den Finger geschnitten.	Alessandro cut his finger.	1022
B1	flach(1)	Für die Arbeit brauche ich flache Schuhe.	I need flat shoes for work.	7420
B1	flach(2)	An dieser Stelle ist der See sehr flach.	At this point, the lake is very shallow.	7420
B1	die Fläche(1)	Unsere Wohnung hat eine Wohnfläche von 100 m².	Our apartment has a living area of 100 square meters.	19388
B1	der Fleck(1)	Du hast einen Fleck auf der Bluse.	You have a stain on your blouse.	4156
B1	der Fleischhauer(1)	Dieser Fleischhauer macht sehr gute Wurst.	This butcher makes very good sausage.	10000000
B1	flexibel(1)	Meine Arbeitszeit ist flexibel.	My working hours are flexible.	17738
B1	fliehen(1)	Der Einbrecher ist sofort geflohen.	The burglar fled immediately.	2430
B1	die Flucht(1)	Der Einbrecher war schon auf der Flucht.	The burglar was already on the run.	2216
B1	fließen(1)	Dieser Fluss fließt in die Nordsee.	This river flows into the North Sea.	7919
B1	fließend(1)	Mein Kollege spricht fließend Deutsch.	My colleague speaks fluent German.	17572
B1	fließend(2)	Zimmer mit fließendem Wasser.	Room with running water.	17572
B1	die Flöte(1)	Sie spielt sehr schön Flöte.	She plays the flute very beautifully.	12998
B1	der Flur(1)	Wir warten draußen im Flur.	We are waiting outside in the hallway.	4081
B1	die Flüssigkeit(1)	Dieses Medikament mit viel Flüssigkeit einnehmen.	Take this medicine with plenty of fluids.	7430
B1	folgen(1)	Es folgen die Nachrichten.	The news follows.	916
B1	folgen(2)	Folgen Sie der Reiseleiterin.	Follow the tour guide.	916
B1	die Folge(1)	Die Folgen des Unfalls waren schlimm.	The consequences of the accident were severe.	1711
B1	folgenden(1)	Mehr Informationen auf den folgenden Seiten.	More information on the following pages.	7783
B1	folgenden(2)	Das Geschäft hat folgende Angebote: …	The store has the following offers: …	7783
B1	fordern(1)	Die Arbeitnehmer fordern mehr Geld.	The employees are demanding more money.	5389
B1	die Forderung(1)	Alle Forderungen der Arbeitnehmer kann man in dieser E-Mail lesen.	All the demands of the employees can be read in this email.	12762
B1	fördern(1)	Die Stadt fördert viele Sportprojekte.	The city supports many sports projects.	11895
B1	die Förderung(1)	Für das Projekt bekommen wir eine Förderung von der Stadt.	We receive funding from the city for the project.	25141
B1	die Form(1)	Diese Schuhe haben eine schöne Form.	These shoes have a nice shape.	2049
B1	die Form(2)	Ich möchte für den Geburtstag einen Kuchen backen. Kannst du mir eine Backform leihen?	I want to bake a cake for the birthday. Can you lend me a baking pan?	2049
B1	die Forschung(1)	Er arbeitet in der Forschung.	He works in research.	5001
B1	die Fortbildung(1)	Die Fortbildung, die ich machen will, ist sehr teuer.	The training I want to do is very expensive.	10000000
B1	der Fortschritt(1)	Ich habe beim Deutschlernen große Fortschritte gemacht.	I have made great progress in learning German.	5860
B1	fortsetzen(1)	Wir setzen die Behandlung am nächsten Donnerstag um 11 Uhr fort.	We will continue the treatment next Thursday at 11 o’clock.	8434
B1	die Fortsetzung(1)	Fortsetzung folgt.	To be continued.	8859
B1	das Forum(1)	Ich melde mich heute bei diesem Forum an.	I am signing up for this forum today.	21545
B1	der Fotograf(1)	Die Fotografin hat sehr schöne Fotos gemacht.	The photographer took very nice photos.	8623
B1	die Fotografie(1)	Ich interessiere mich für Fotografie.	I am interested in photography.	15850
B1	frech(1)	Du darfst in der Schule nicht so frech sein.	You must not be so cheeky at school.	5946
B1	im Freien(1)	Wir wollen heute im Freien übernachten.	We want to camp outside today.	10000000
B1	die Freiheit(1)	Wir wollen die Freiheit haben, unsere Meinung sagen zu können.	We want the freedom to express our opinion.	1561
B1	fressen(1)	Hat der Hund schon etwas zu fressen bekommen?	Has the dog been fed yet?	2730
B1	sich freuen(1)	Es freut mich, dass alles so gut geklappt hat.	I am glad that everything worked out so well.	10000000
B1	sich freuen(2)	Ich habe mich über Ihr Geschenk sehr gefreut.	I was very pleased with your gift.	10000000
B1	sich freuen(3)	Ich freue mich schon auf meinen nächsten Urlaub.	I am already looking forward to my next vacation.	10000000
B1	die Freude(1)	Diese Arbeit macht mir viel Freude.	This work gives me a lot of joy.	1433
B1	die Freundschaft(1)	Deine Freundschaft ist mir sehr wichtig.	Your friendship is very important to me.	2432
B1	der Friede(1)	Endlich ist hier Frieden!	Finally, there is peace here!	8686
B1	frieren(1)	Wenn Sie frieren, mache ich das Fenster wieder zu.	If you are cold, I will close the window again.	13031
B1	frieren(2)	Heute Nacht hat es gefroren.	It froze last night.	13031
B1	der Friseur(1)	Du siehst toll aus! Wer ist dein Friseur?	You look great! Who is your hairdresser?	7543
B1	der Friseurin(1)	Meine Tochter will Friseurin werden.	My daughter wants to become a hairdresser.	37693
B1	die Frisur(1)	Du hast eine tolle Frisur! Warst du beim Friseur?	You have a great hairstyle! Did you go to the hairdresser?	4959
B1	die Frist(1)	Die Frist für die Anmeldung zum Deutschkurs ist abgelaufen.	The deadline for registering for the German course has passed.	13202
B1	fröhlich(1)	Die Musik klingt fröhlich.	The music sounds cheerful.	4965
B1	fröhlich(2)	Sie ist ein fröhlicher Mensch.	She is a cheerful person.	4965
B1	die Frucht(1)	Welche Früchte kann man essen?	Which fruits can one eat?	9470
B1	die Frucht(2)	Früchte kaufe ich am liebsten auf dem Markt.	I prefer to buy fruit at the market.	9470
B1	führen(1)	Der Lehrer führt seine Schüler durch das Museum.	The teacher guides his students through the museum.	869
B1	führen(2)	Frau Meyer führt den Betrieb schon seit zehn Jahren.	Ms. Meyer has been running the company for ten years.	869
B1	führen(3)	Nach 20 Minuten führte unsere Mannschaft 2 : 0.	After 20 minutes, our team was leading 2-0.	869
B1	führen(4)	Die Straße führt direkt zum Bahnhof.	The road leads directly to the train station.	869
B1	der Führerausweis(1)	Hast du einen Führerausweis?	Do you have a driver’s license?	10000000
B1	das Fundbüro(1)	Sie haben Ihren Schirm verloren. Da fragen Sie am besten im Fundbüro.	You lost your umbrella. You should inquire at the lost and found office.	36638
B1	funktionieren(1)	Können Sie mir bitte mal zeigen, wie der Automat funktioniert?	Can you please show me how the machine works?	1743
B1	funktionieren(2)	Unsere Ehe funktioniert nicht mehr.	Our marriage is no longer working.	1743
B1	(sich) fürchten(1)	Sie fürchtet sich vor Schlangen.	She is afraid of snakes.	3161
B1	der Fußgänger(1)	Dieser Weg ist nur für Fußgänger.	This path is for pedestrians only.	25227
B1	die Fußgängerin(1)	Wir treffen uns um 15 Uhr in der Fußgängerzone.	We will meet at 3 PM in the pedestrian zone.	10000000
B1	füttern(1)	Es ist im Zoo nicht erlaubt, die Tiere zu füttern.	It is not allowed to feed the animals at the zoo.	4876
B1	die Galerie(1)	Diese Galerie ist sehr interessant.	This gallery is very interesting.	7489
B1	der Gang(1)	Wir warten draußen im Gang.	We are waiting outside in the corridor.	1936
B1	der Gang(2)	Schalten Sie bitte jetzt in den dritten Gang.	Please shift to the third gear now.	1936
B1	der Gang(3)	Was möchten Sie als ersten Gang? Suppe oder Salat?	What would you like as the first course? Soup or salad?	1936
B1	gar(1)	Die Kartoffeln sind noch nicht gar.	The potatoes are not yet cooked.	228
B1	gar(2)	Du räumst nie dein Zimmer auf. – Das ist gar nicht wahr.	You never clean your room. – That’s not true at all.	228
B1	garantieren(1)	Ich kann Ihnen nicht garantieren, dass das Gerät nächste Woche fertig ist.	I cannot guarantee that the device will be ready next week.	6402
B1	die Garantie(1)	Auf die Waschmaschine haben Sie ein Jahr Garantie.	You have a one-year warranty on the washing machine.	7934
B1	die Garderobe(1)	Die Mäntel bitte an der Garderobe abgeben.	Please leave your coats at the cloakroom.	6923
B1	die Garderobe(2)	Bitte, achten Sie auf Ihre Garderobe.	Please take care of your wardrobe.	6923
B1	das Gas(1)	Wir kochen mit Gas.	We cook with gas.	2631
B1	das Gas(2)	Gib Gas! Die Ampel ist grün.	Step on it! The light is green.	2631
B1	das Gasthaus(1)	Gehen wir noch in ein Gasthaus ein Bier trinken?	Shall we go to a guesthouse for a beer?	14484
B1	die Gaststätte(1)	Ich arbeite seit einem Monat in einer Gaststätte.	I have been working in a restaurant for a month.	10000000
B1	das Gebäude(1)	In diesem Gebäude sind nur Büros.	This building only has offices.	1336
B1	das Gebäck(1)	Das Gebäck ist ganz frisch.	The pastry is very fresh.	14829
B1	das Gebiet(1)	In diesem Gebiet gibt es kaum Industrie.	There is hardly any industry in this area.	2438
B1	das Gebiet(2)	Die Zeitschrift berichtet regelmäßig über Fortschritte auf dem Gebiet der Medizin.	The magazine regularly reports on progress in the field of medicine.	2438
B1	das Gebirge(1)	Wir haben unseren Urlaub im Gebirge verbracht.	We spent our vacation in the mountains.	19187
B1	geboren werden(1)	Wann und wo sind Sie geboren?	When and where were you born?	10000000
B1	gebrauchen(1)	Wir können diese Möbel gut gebrauchen.	We can make good use of this furniture.	2026
B1	gebrauchen(2)	Ich habe den Wagen gebraucht gekauft.	I bought the car second-hand.	2026
B1	gebrauchen(3)	Ich suche eine gebrauchte Waschmaschine.	I’m looking for a used washing machine.	2026
B1	die Gebrauchsanweisung(1)	Lesen Sie bitte zuerst die Gebrauchsanweisung.	Please read the user manual first.	38367
B1	die Gebühr(1)	Die Gebühr liegt bei 60 Euro.	The fee is 60 euros.	20328
B1	die Geburt(1)	Wir gratulieren zur Geburt eures Kindes!	Congratulations on the birth of your child!	2482
B1	das Gedicht(1)	Kennst du ein schönes Gedicht?	Do you know a nice poem?	5075
B1	die Geduld(1)	Bitte haben Sie etwas Geduld.	Please have some patience.	2345
B1	geehrt(1)	Sehr geehrte Damen und Herren, …	Dear ladies and gentlemen, …	6683
B1	geeignet(1)	Dieses Spiel ist nicht für Kinder unter drei Jahren geeignet.	This game is not suitable for children under three years old.	6243
B1	die Gefahr(1)	Betreten der Baustelle auf eigene Gefahr.	Enter the construction site at your own risk.	985
B1	sich etwas gefallen lassen(1)	Das würde ich mir nicht gefallen lassen.	I wouldn’t tolerate that.	10000000
B1	das Gefängnis(1)	Er wurde zu fünf Jahren Gefängnis verurteilt.	He was sentenced to five years in prison.	790
B1	das Gefühl(1)	Ich glaube, ich schaffe die Prüfung. Ich habe ein gutes Gefühl.	I think I’ll pass the exam. I have a good feeling.	753
B1	der Gegner(1)	Sie ist eine Gegnerin von …	She is an opponent of ...	3272
B1	das Geheimnis(1)	Das kann ich dir nicht sagen. Das ist ein Geheimnis.	I can't tell you. It's a secret.	1242
B1	geheim(1)	Das ist geheim. Du darfst es niemandem sagen.	It's confidential. You mustn't tell anyone.	2643
B1	die Gegend(1)	Der Schwarzwald ist eine sehr schöne Gegend.	The Black Forest is a very beautiful area.	1382
B1	die Gegend(2)	Die Schule muss hier in der Gegend sein.	The school must be around here.	1382
B1	der Gegensatz(1)	Diese beiden Meinungen stehen in starkem Gegensatz zueinander.	These two opinions are in strong contrast to each other.	4986
B1	der Gegensatz(2)	Im Gegensatz zu ihm ist sein Vater ziemlich klein.	In contrast to him, his father is quite short.	4986
B1	der Geldautomat(1)	Ich hole noch Geld vom Geldautomaten.	I’m going to get money from the ATM.	39784
B1	der Gegenstand(1)	Ich schließe meine persönlichen Gegenstände im Schwimmbad lieber in ein Fach ein.	I prefer to lock my personal items in a compartment at the swimming pool.	8159
B1	der Gegenstand(2)	Eine Durchsage der Polizei: Auf der A8 liegen Gegenstände auf der Fahrbahn.	An announcement from the police: Objects are lying on the road on the A8.	8159
B1	die Gelegenheit(1)	Das Fest ist eine gute Gelegenheit, unsere Freunde zu sehen.	The party is a good opportunity to see our friends.	1644
B1	gelingen(1)	Es ist mir gelungen, meinen Chef zu überzeugen.	I managed to convince my boss.	9021
B1	gelten(1)	Mein Pass gilt noch ein Jahr.	My passport is valid for another year.	5964
B1	gelten(2)	Bitte diesen Zettel gut aufheben: Er gilt als Garantie.	Please keep this note safe: It serves as a guarantee.	5964
B1	gemeinsam(1)	Du musst die Wohnung renovieren? Ich helfe dir. Wir können das gemeinsam machen.	You need to renovate the apartment? I’ll help you. We can do it together.	1402
B1	gemeinsam(2)	Wir benutzen die Garage gemeinsam mit dem Nachbarn.	We share the garage with the neighbor.	1402
B1	die Gemeinschaft(1)	Rauchen ist in den Gemeinschaftsräumen nicht erlaubt.	Smoking is not allowed in the common areas.	5765
B1	gemütlich(1)	Wir haben eine sehr gemütliche Wohnung.	We have a very cozy apartment.	4228
